,combination,driver,cost,unique_coverage,value,unique_courses
581,35,Baby Peach (Cherub),2,7,0.2857142857142857,"{'SNES Rainbow Road R/T', 'RMX Rainbow Road 2T', 'SNES Choco Island 1T', 'SNES Mario Circuit 2R/T', 'SNES Donut Plains 1R', '3DS Mario Circuit', 'SNES Choco Island 1R'}"
592,35,Daisy (Fairy),2,7,0.2857142857142857,"{'N64 Koopa Troopa Beach R/T', 'SNES Choco Island 2R/T', 'SNES Choco Island 2R', 'RMX Choco Island 1', ""DS Luigi's Mansion R/T"", '3DS Rainbow Road', 'RMX Mario Circuit 1T'}"
583,35,Funky Kong,2,6,0.3333333333333333,"{'3DS Neo Bowser City', '3DS Cheep Cheep Lagoon R', 'SNES Vanilla Lake 1T', 'RMX Choco Island 2R', '3DS Rock Rock Mountain R', '3DS Cheep Cheep Lagoon'}"
590,35,Cat Peach,2,5,0.4,"{'RMX Rainbow Road 1T', 'N64 Royal Raceway R', 'RMX Rainbow Road 2', 'MKT Merry Mountain T', 'RMX Rainbow Road 1'}"
591,35,Peach (Explorer),2,5,0.4,"{""3DS Rosalina's Ice World"", 'SNES Ghost Valley 1R', 'N64 Kalimari Desert 2T', 'N64 Choco Mountain T', 'N64 Kalimari Desert R/T'}"
585,35,Luigi (Lederhosen),2,4,0.5,"{'DS Waluigi Pinball T', '3DS Mario Circuit R/T', ""DS Luigi's Mansion T"", 'DS Airship Fortress T'}"
586,35,Builder Toadette,2,4,0.5,"{'3DS Daisy Hills R/T', 'SNES Mario Circuit 1R/T', '3DS Rainbow Road T', '3DS Daisy Hills T'}"
588,35,Green Shy Guy,2,4,0.5,"{'SNES Donut Plains 1', 'N64 Koopa Troopa Beach', 'SNES Koopa Troopa Beach 2T', 'SNES Koopa Troopa Beach 2R'}"
589,35,Yoshi (Egg Hunt),2,4,0.5,"{'SNES Mario Circuit 2T', 'SNES Mario Circuit 2R', '3DS Daisy Hills', '3DS Cheep Cheep Lagoon R/T'}"
593,35,Pauline (Party Time),2,4,0.5,"{'N64 Royal Raceway', '3DS Rainbow Road R', 'N64 Frappe Snowland R', 'RMX Rainbow Road 2R'}"
579,35,Baby Mario (Koala),2,3,0.6666666666666666,"{'N64 Koopa Troopa Beach R', 'N64 Koopa Troopa Beach T', 'MKT Ninja Hideaway R/T'}"
582,35,Cat Toad,2,3,0.6666666666666666,"{'3DS Toad Circuit T', 'MKT Merry Mountain R', ""3DS Rosalina's Ice World R""}"
587,35,Wario (Hiker),2,3,0.6666666666666666,"{""DS Luigi's Mansion R"", '3DS Rock Rock Mountain', 'DS DK Pass R/T'}"
604,36,Shy Guy (Ninja),2,24,0.08333333333333333,"{'SNES Donut Plains 2T', 'DS Airship Fortress R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', ""GBA Bowser's Castle 1R"", 'Wii DK Summit T', 'N64 Kalimari Desert T', '3DS Shy Guy Bazaar R/T', 'MKT Ninja Hideaway R', '3DS Neo Bowser City T', 'Wii DK Summit R', '3DS Neo Bowser City R', 'SNES Ghost Valley 1R/T', ""GBA Bowser's Castle 2"", 'SNES Choco Island 2T', 'MKT Ninja Hideaway T', ""DS Luigi's Mansion"", 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', ""GBA Bowser's Castle 1"", 'MKT Ninja Hideaway', 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
596,36,Mario (Hakama),2,12,0.16666666666666666,"{'SNES Mario Circuit 1', 'SNES Mario Circuit 3R', 'SNES Rainbow Road T', 'SNES Mario Circuit 1R', 'SNES Ghost Valley 1T', 'DS Waluigi Pinball', ""GBA Bowser's Castle 1T"", '3DS Mario Circuit T', 'SNES Mario Circuit 1T', 'DS Waluigi Pinball R', 'RMX Mario Circuit 1R/T', 'SNES Mario Circuit 2'}"
600,36,Baby Peach (Cherub),2,8,0.25,"{'SNES Rainbow Road R/T', 'RMX Rainbow Road 2T', 'SNES Rainbow Road R', 'DS DK Pass T', 'SNES Choco Island 1', 'SNES Donut Plains 1R', '3DS Mario Circuit', 'SNES Choco Island 1R'}"
605,36,Green Shy Guy,2,6,0.3333333333333333,"{'N64 Koopa Troopa Beach', 'SNES Donut Plains 1', 'SNES Koopa Troopa Beach 2R', 'RMX Vanilla Lake 1R', '3DS Shy Guy Bazaar', 'Wii Maple Treeway R'}"
610,36,White Yoshi,2,6,0.3333333333333333,"{'SNES Koopa Troopa Beach 2', 'RMX Mario Circuit 1R', 'SNES Mario Circuit 3', 'RMX Mario Circuit 1', 'N64 Frappe Snowland', 'N64 Royal Raceway R/T'}"
598,36,Lakitu (Party Time),2,5,0.4,"{""3DS Rosalina's Ice World"", 'MKT Merry Mountain T', 'RMX Rainbow Road 1T', 'RMX Rainbow Road 2', 'DS Airship Fortress R/T'}"
599,36,Dry Bowser (Gold),2,5,0.4,"{'DS Airship Fortress', '3DS Rainbow Road T', ""DS Luigi's Mansion T"", ""GBA Bowser's Castle 2R/T"", 'RMX Rainbow Road 1'}"
603,36,Funky Kong,2,5,0.4,"{'3DS Cheep Cheep Lagoon R', 'SNES Vanilla Lake 1T', 'RMX Choco Island 2R', 'DS Waluigi Pinball R/T', '3DS Cheep Cheep Lagoon'}"
607,36,Daisy (Fairy),2,5,0.4,"{'SNES Choco Island 2R', 'SNES Vanilla Lake 1', 'RMX Choco Island 1', '3DS Rainbow Road', 'GBA Sunset Wilds R'}"
595,36,Toadette (Explorer),2,4,0.5,"{'3DS Rock Rock Mountain', '3DS Rainbow Road R/T', 'N64 Kalimari Desert R/T', 'N64 Royal Raceway R'}"
597,36,Baby Mario (Koala),2,4,0.5,"{'GCN Dino Dino Jungle R', 'GBA Cheep-Cheep Island', 'SNES Donut Plains 1T', 'MKT Ninja Hideaway R/T'}"
608,36,Black Yoshi,2,4,0.5,"{'3DS Daisy Hills R/T', 'N64 Choco Mountain', 'SNES Ghost Valley 1R', 'SNES Ghost Valley 1'}"
609,36,Pauline (Party Time),2,4,0.5,"{'3DS Neo Bowser City R/T', ""GBA Bowser's Castle 1R/T"", 'SNES Rainbow Road', 'DS DK Pass R'}"
611,36,Luigi (Classic),2,4,0.5,"{'SNES Mario Circuit 2T', 'SNES Mario Circuit 2R', '3DS Mario Circuit R/T', ""DS Luigi's Mansion R""}"
601,36,Cat Toad,2,3,0.6666666666666666,"{'MKT Merry Mountain R', 'RMX Vanilla Lake 1T', ""GBA Bowser's Castle 2R""}"
602,36,Toad (Party Time),2,2,1.0,"{'SNES Mario Circuit 1R/T', 'N64 Kalimari Desert 2T'}"
606,36,Builder Luigi,2,2,1.0,"{'DS Airship Fortress T', '3DS Cheep Cheep Lagoon R/T'}"
621,37,Shy Guy (Ninja),2,20,0.1,"{'SNES Donut Plains 2T', 'DS Airship Fortress R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', 'Wii DK Summit T', 'N64 Kalimari Desert T', '3DS Shy Guy Bazaar R/T', 'MKT Ninja Hideaway R', '3DS Neo Bowser City T', 'Wii DK Summit R', '3DS Neo Bowser City R', 'SNES Choco Island 2T', 'MKT Ninja Hideaway T', ""DS Luigi's Mansion"", 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', 'MKT Ninja Hideaway', 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
616,37,Dry Bones (Gold),2,16,0.125,"{""GBA Bowser's Castle 2R/T"", 'SNES Koopa Troopa Beach 2', 'RMX Rainbow Road 1R', ""GBA Bowser's Castle 1R/T"", 'SNES Vanilla Lake 1R/T', 'SNES Rainbow Road R', 'N64 Kalimari Desert 2R', '3DS Neo Bowser City R/T', '3DS Rainbow Road R/T', 'N64 Kalimari Desert 2', ""GBA Bowser's Castle 2T"", 'SNES Choco Island 1', 'SNES Ghost Valley 1', 'DS Airship Fortress R/T', 'SNES Rainbow Road', ""GBA Bowser's Castle 2R""}"
628,37,Black Yoshi,2,10,0.2,"{'SNES Donut Plains 1R/T', '3DS Daisy Hills R/T', 'N64 Choco Mountain', 'SNES Ghost Valley 1R', '3DS Daisy Hills', '3DS Toad Circuit', '3DS Daisy Hills T', 'SNES Ghost Valley 1T', 'RMX Mario Circuit 1R/T', 'N64 Choco Mountain T'}"
612,37,Baby Mario (Koala),2,7,0.2857142857142857,"{'GCN Dino Dino Jungle R', 'SNES Mario Circuit 1', ""3DS Rosalina's Ice World T"", 'Wii DK Summit', 'SNES Donut Plains 1T', 'GBA Cheep-Cheep Island', 'MKT Ninja Hideaway R/T'}"
615,37,Lakitu (Party Time),2,7,0.2857142857142857,"{'SNES Mario Circuit 3R', ""3DS Rosalina's Ice World"", 'RMX Rainbow Road 2R', 'RMX Rainbow Road 1T', 'DS Waluigi Pinball', 'MKT Merry Mountain T', '3DS Rainbow Road R'}"
626,37,Mario (Swimwear),2,7,0.2857142857142857,"{'RMX Mario Circuit 1R', '3DS Mario Circuit R/T', 'SNES Mario Circuit 3', 'DS Airship Fortress T', 'SNES Mario Circuit 1R', 'RMX Mario Circuit 1', 'SNES Mario Circuit 1T'}"
627,37,Daisy (Fairy),2,7,0.2857142857142857,"{'N64 Koopa Troopa Beach R/T', 'SNES Choco Island 2R', 'SNES Vanilla Lake 1', 'SNES Vanilla Lake 1R', 'RMX Choco Island 1', ""DS Luigi's Mansion R/T"", 'RMX Mario Circuit 1T'}"
617,37,Baby Peach (Cherub),2,5,0.4,"{'SNES Choco Island 1T', 'GCN Yoshi Circuit R/T', 'SNES Donut Plains 1R', 'RMX Rainbow Road 2T', 'DS DK Pass T'}"
620,37,Funky Kong,2,5,0.4,"{'DS DK Pass', 'SNES Vanilla Lake 1T', 'RMX Choco Island 2R', '3DS Cheep Cheep Lagoon T', 'DS Waluigi Pinball R/T'}"
625,37,Peach (Halloween),2,5,0.4,"{'N64 Royal Raceway', 'N64 Frappe Snowland R', ""DS Luigi's Mansion R"", 'N64 Frappe Snowland', 'N64 Royal Raceway R/T'}"
618,37,Cat Toad,2,4,0.5,"{'RMX Choco Island 1R/T', 'MKT Merry Mountain R', 'RMX Rainbow Road 1R/T', 'GBA Sunset Wilds R/T'}"
619,37,Toad (Party Time),2,4,0.5,"{'3DS Toad Circuit R/T', 'SNES Mario Circuit 3R/T', '3DS Toad Circuit R', 'N64 Kalimari Desert 2T'}"
623,37,Mario (Happi),2,4,0.5,"{'3DS Rock Rock Mountain', 'SNES Mario Circuit 2R', 'N64 Royal Raceway R', '3DS Cheep Cheep Lagoon R/T'}"
624,37,Green Shy Guy,2,4,0.5,"{'RMX Vanilla Lake 1R', 'N64 Koopa Troopa Beach', '3DS Shy Guy Bazaar', 'SNES Donut Plains 1'}"
613,37,Waluigi (Bus Driver),2,3,0.6666666666666666,"{'DS Waluigi Pinball T', 'N64 Kalimari Desert R', '3DS Mario Circuit T'}"
622,37,Bowser,2,3,0.6666666666666666,"{'N64 Kalimari Desert R/T', '3DS Rainbow Road T', ""GBA Bowser's Castle 1T""}"
614,37,Luigi (Painter),2,2,1.0,"{'SNES Rainbow Road T', 'DS DK Pass R'}"
637,38,Shy Guy (Ninja),2,20,0.1,"{'SNES Donut Plains 2T', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', ""GBA Bowser's Castle 1R"", 'Wii DK Summit T', 'N64 Kalimari Desert T', '3DS Shy Guy Bazaar R/T', 'Wii DK Summit R', '3DS Neo Bowser City T', 'SNES Ghost Valley 1R/T', ""GBA Bowser's Castle 2"", 'SNES Choco Island 2T', 'MKT Ninja Hideaway T', 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', ""GBA Bowser's Castle 1"", 'MKT Ninja Hideaway', 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
631,38,Gold Koopa (Freerunning),2,15,0.13333333333333333,"{'N64 Koopa Troopa Beach R', 'GCN Dino Dino Jungle R', 'N64 Koopa Troopa Beach T', 'N64 Koopa Troopa Beach R/T', 'N64 Koopa Troopa Beach', 'GCN Dino Dino Jungle', '3DS Rainbow Road R/T', 'SNES Mario Circuit 1R/T', 'RMX Choco Island 2R', '3DS Mario Circuit T', '3DS Cheep Cheep Lagoon T', 'SNES Mario Circuit 2R/T', 'SNES Donut Plains 1T', '3DS Toad Circuit R/T', 'SNES Choco Island 1R'}"
632,38,King Boo (Gold),2,14,0.14285714285714285,"{'SNES Rainbow Road R/T', 'SNES Choco Island 2', 'SNES Rainbow Road T', 'MKT Merry Mountain R', 'N64 Kalimari Desert 2R', 'Wii Maple Treeway', 'DS Airship Fortress', 'SNES Vanilla Lake 1T', 'SNES Ghost Valley 1T', 'RMX Choco Island 1', 'N64 Kalimari Desert 2T', '3DS Rainbow Road', 'SNES Koopa Troopa Beach 2R', 'Wii Maple Treeway R'}"
630,38,Baby Mario (Koala),2,8,0.25,"{'SNES Mario Circuit 1', 'Wii DK Summit', 'RMX Choco Island 2', 'N64 Frappe Snowland R/T', 'GCN Dino Dino Jungle R/T', 'GBA Cheep-Cheep Island', 'GBA Cheep-Cheep Island R', 'SNES Mario Circuit 2'}"
643,38,Black Yoshi,2,8,0.25,"{'SNES Donut Plains 1R/T', 'N64 Choco Mountain', 'SNES Ghost Valley 1R', 'N64 Choco Mountain T', '3DS Rock Rock Mountain T', 'RMX Mario Circuit 1R/T', 'SNES Donut Plains 2R', 'GCN Yoshi Circuit R'}"
642,38,Metal Mario,2,7,0.2857142857142857,"{'SNES Rainbow Road R', 'SNES Vanilla Lake 1R', 'RMX Mario Circuit 1', 'SNES Mario Circuit 2R', '3DS Shy Guy Bazaar', 'SNES Rainbow Road', 'DS DK Pass T'}"
629,38,Dixie Kong,2,6,0.3333333333333333,"{'RMX Choco Island 1R/T', 'N64 Kalimari Desert 2', 'SNES Donut Plains 1', 'SNES Choco Island 1', 'RMX Vanilla Lake 1R', '3DS Cheep Cheep Lagoon'}"
634,38,Lakitu (Party Time),2,6,0.3333333333333333,"{'N64 Kalimari Desert', 'SNES Mario Circuit 3R', 'RMX Rainbow Road 2R', 'GCN Yoshi Circuit T', 'MKT Merry Mountain T', 'SNES Mario Circuit 3T'}"
633,38,Birdo (Black),2,5,0.4,"{'SNES Donut Plains 2R/T', 'GBA Sunset Wilds R', 'RMX Vanilla Lake 1T', 'SNES Donut Plains 2', 'RMX Rainbow Road 2T'}"
638,38,Peach (Vacation),2,5,0.4,"{'SNES Mario Circuit 3', 'SNES Mario Circuit 1R', '3DS Mario Circuit R', '3DS Mario Circuit', '3DS Toad Circuit R'}"
641,38,Builder Luigi,2,5,0.4,"{'DS Airship Fortress T', ""DS Luigi's Mansion R/T"", 'SNES Mario Circuit 3R/T', 'GBA Sunset Wilds R/T', 'SNES Vanilla Lake 1R/T'}"
644,38,Penguin Luigi,2,5,0.4,"{'SNES Koopa Troopa Beach 2', 'RMX Mario Circuit 1R', 'DS DK Pass', '3DS Rock Rock Mountain', 'DS DK Pass R'}"
640,38,Peach (Halloween),2,4,0.5,"{'N64 Frappe Snowland', '3DS Neo Bowser City R/T', 'N64 Royal Raceway R/T', 'N64 Royal Raceway T'}"
635,38,Dry Bowser (Gold),2,3,0.6666666666666666,"{'3DS Rainbow Road T', 'N64 Kalimari Desert R', 'RMX Rainbow Road 1'}"
645,38,Fire Bro,2,3,0.6666666666666666,"{'SNES Donut Plains 1R', ""GBA Bowser's Castle 1R/T"", ""GBA Bowser's Castle 2R""}"
639,38,Builder Mario,2,2,1.0,"{'3DS Toad Circuit T', 'SNES Mario Circuit 1T'}"
636,38,Bowser Jr.,2,1,2.0,{'N64 Kalimari Desert R/T'}
652,39,Shy Guy (Ninja),2,23,0.08695652173913043,"{'SNES Donut Plains 2T', 'DS Airship Fortress R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', ""GBA Bowser's Castle 1R"", 'Wii DK Summit T', 'N64 Kalimari Desert T', '3DS Shy Guy Bazaar R/T', 'MKT Ninja Hideaway R', '3DS Neo Bowser City T', 'Wii DK Summit R', 'SNES Ghost Valley 1R/T', ""GBA Bowser's Castle 2"", 'SNES Choco Island 2T', 'MKT Ninja Hideaway T', ""DS Luigi's Mansion"", 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', ""GBA Bowser's Castle 1"", 'MKT Ninja Hideaway', 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
647,39,Gold Koopa (Freerunning),2,15,0.13333333333333333,"{'N64 Koopa Troopa Beach R', 'GCN Dino Dino Jungle R', 'N64 Koopa Troopa Beach T', 'N64 Koopa Troopa Beach R/T', 'N64 Koopa Troopa Beach', 'GCN Dino Dino Jungle', '3DS Rainbow Road R/T', 'SNES Mario Circuit 1R/T', 'RMX Choco Island 2R', '3DS Mario Circuit T', '3DS Cheep Cheep Lagoon T', 'SNES Mario Circuit 2R/T', 'SNES Donut Plains 1T', '3DS Toad Circuit R/T', 'SNES Choco Island 1R'}"
660,39,Daisy (Fairy),2,7,0.2857142857142857,"{'SNES Choco Island 2R', 'RMX Choco Island 2', 'RMX Choco Island 1', ""DS Luigi's Mansion R/T"", '3DS Rainbow Road', 'GBA Sunset Wilds R', 'SNES Vanilla Lake 1R/T'}"
659,39,Black Yoshi,2,6,0.3333333333333333,"{'SNES Donut Plains 1R/T', 'GCN Yoshi Circuit', '3DS Daisy Hills R/T', '3DS Rock Rock Mountain T', 'SNES Ghost Valley 1T', 'SNES Ghost Valley 1'}"
646,39,Dixie Kong,2,5,0.4,"{'N64 Royal Raceway', '3DS Cheep Cheep Lagoon R', 'SNES Donut Plains 1', 'RMX Vanilla Lake 1R', '3DS Cheep Cheep Lagoon'}"
650,39,Baby Peach (Cherub),2,5,0.4,"{'SNES Choco Island 1T', 'GCN Yoshi Circuit R/T', 'N64 Frappe Snowland R/T', 'SNES Donut Plains 1R', 'RMX Rainbow Road 2T'}"
661,39,Penguin Luigi,2,5,0.4,"{""3DS Rosalina's Ice World T"", ""DS Luigi's Mansion R"", '3DS Rock Rock Mountain', 'DS DK Pass R', 'DS Waluigi Pinball R/T'}"
648,39,Lakitu (Party Time),2,4,0.5,"{'MKT Merry Mountain T', 'DS Waluigi Pinball R', 'SNES Mario Circuit 3R', 'RMX Rainbow Road 2R'}"
654,39,Luigi (Lederhosen),2,4,0.5,"{'SNES Mario Circuit 1T', ""DS Luigi's Mansion T"", 'N64 Kalimari Desert R', 'DS Waluigi Pinball T'}"
655,39,Bowser Jr. (Pirate),2,4,0.5,"{'3DS Cheep Cheep Lagoon R/T', 'SNES Vanilla Lake 1T', 'SNES Koopa Troopa Beach 2R', 'RMX Rainbow Road 1'}"
657,39,Metal Mario,2,4,0.5,"{'SNES Mario Circuit 2R', 'SNES Rainbow Road T', 'SNES Rainbow Road', 'N64 Frappe Snowland R'}"
658,39,Peach (Explorer),2,4,0.5,"{'GCN Dino Dino Jungle R/T', 'GBA Cheep-Cheep Island', 'Wii DK Summit', 'N64 Kalimari Desert 2T'}"
649,39,Shy Guy (Gold),2,3,0.6666666666666666,"{'3DS Neo Bowser City R/T', 'Wii Maple Treeway T', 'MKT Ninja Hideaway R/T'}"
656,39,Mario (Racing),2,3,0.6666666666666666,"{'SNES Mario Circuit 2T', 'SNES Mario Circuit 1R', 'SNES Mario Circuit 2'}"
662,39,White Yoshi,2,3,0.6666666666666666,"{'N64 Frappe Snowland', 'SNES Mario Circuit 3R/T', 'SNES Mario Circuit 3'}"
651,39,Cat Toad,2,2,1.0,"{'GBA Cheep-Cheep Island T', 'MKT Merry Mountain R'}"
653,39,Bowser,2,1,2.0,"{""GBA Bowser's Castle 1T""}"
673,40,Dry Bones (Gold),2,15,0.13333333333333333,"{'SNES Ghost Valley 1R/T', 'RMX Rainbow Road 1R', ""GBA Bowser's Castle 1R/T"", ""GBA Bowser's Castle 1R"", 'SNES Rainbow Road R', ""GBA Bowser's Castle 2"", ""GBA Bowser's Castle 1"", '3DS Neo Bowser City R/T', '3DS Rainbow Road R/T', 'N64 Kalimari Desert 2', ""GBA Bowser's Castle 2T"", 'SNES Choco Island 1', 'SNES Ghost Valley 1', 'SNES Rainbow Road', ""GBA Bowser's Castle 2R""}"
667,40,King Boo (Gold),2,13,0.15384615384615385,"{'SNES Rainbow Road R/T', 'SNES Choco Island 2', 'SNES Rainbow Road T', 'MKT Merry Mountain R', 'Wii Maple Treeway', 'SNES Vanilla Lake 1T', 'DS Airship Fortress R', 'SNES Ghost Valley 1T', 'RMX Choco Island 1', 'SNES Koopa Troopa Beach 2R', ""DS Luigi's Mansion"", 'MKT Ninja Hideaway R', 'Wii Maple Treeway R'}"
668,40,King Bob-omb (Gold),2,13,0.15384615384615385,"{'DS Waluigi Pinball T', 'SNES Ghost Valley 1R', 'SNES Choco Island 2R/T', 'N64 Choco Mountain T', 'RMX Rainbow Road 2R', 'DS Airship Fortress T', 'RMX Choco Island 2', 'MKT Ninja Hideaway', 'RMX Choco Island 2R', 'MKT Ninja Hideaway T', 'SNES Donut Plains 2', 'RMX Rainbow Road 2T', 'SNES Donut Plains 2R'}"
674,40,Builder Luigi,2,8,0.25,"{'N64 Koopa Troopa Beach R/T', 'SNES Choco Island 1T', 'GCN Yoshi Circuit R/T', ""DS Luigi's Mansion R/T"", '3DS Cheep Cheep Lagoon R/T', '3DS Shy Guy Bazaar R/T', 'SNES Mario Circuit 3R/T', 'GCN Dino Dino Jungle T'}"
666,40,Baby Mario (Koala),2,7,0.2857142857142857,"{'N64 Koopa Troopa Beach R', 'GCN Dino Dino Jungle R', 'N64 Choco Mountain R/T', 'N64 Frappe Snowland R/T', 'GCN Dino Dino Jungle R/T', 'GBA Cheep-Cheep Island', 'GBA Cheep-Cheep Island R'}"
679,40,Penguin Luigi,2,7,0.2857142857142857,"{'RMX Mario Circuit 1R', 'DS DK Pass', '3DS Mario Circuit R/T', 'SNES Mario Circuit 2R/T', 'N64 Frappe Snowland T', 'MKT Merry Mountain', 'DS Waluigi Pinball R/T'}"
670,40,Lakitu (Party Time),2,6,0.3333333333333333,"{'SNES Mario Circuit 3R', 'GCN Yoshi Circuit T', 'N64 Kalimari Desert T', 'DS Waluigi Pinball R', 'SNES Mario Circuit 3T', ""3DS Rosalina's Ice World R""}"
663,40,Toadette (Explorer),2,5,0.4,"{'N64 Choco Mountain R', 'N64 Kalimari Desert R', 'GBA Cheep-Cheep Island T', 'SNES Choco Island 2T', 'RMX Vanilla Lake 1'}"
665,40,Dixie Kong,2,5,0.4,"{'RMX Choco Island 1R/T', '3DS Cheep Cheep Lagoon R', 'SNES Donut Plains 1', 'RMX Vanilla Lake 1R', '3DS Cheep Cheep Lagoon'}"
672,40,Bowser Jr.,2,5,0.4,"{'3DS Neo Bowser City', 'SNES Choco Island 2R', ""GBA Bowser's Castle 1T"", '3DS Cheep Cheep Lagoon T', '3DS Neo Bowser City T'}"
677,40,Metal Mario,2,5,0.4,"{'N64 Frappe Snowland R', 'SNES Vanilla Lake 1R', 'RMX Mario Circuit 1', 'SNES Mario Circuit 2R', 'DS DK Pass T'}"
678,40,Black Yoshi,2,5,0.4,"{'SNES Donut Plains 1R/T', 'GCN Yoshi Circuit', 'N64 Choco Mountain', '3DS Daisy Hills R/T', 'GCN Yoshi Circuit R'}"
664,40,Mario (Halloween),2,4,0.5,"{'N64 Frappe Snowland', '3DS Neo Bowser City R', ""DS Luigi's Mansion T"", 'SNES Mario Circuit 3'}"
669,40,Luigi (Painter),2,4,0.5,"{'RMX Rainbow Road 1', 'GBA Sunset Wilds R', 'RMX Vanilla Lake 1T', 'SNES Donut Plains 2R/T'}"
675,40,Mario (Racing),2,4,0.5,"{'3DS Toad Circuit T', '3DS Mario Circuit', 'N64 Royal Raceway R/T', 'N64 Royal Raceway T'}"
676,40,Toad,2,4,0.5,"{'SNES Mario Circuit 1T', 'SNES Donut Plains 1R', 'N64 Koopa Troopa Beach', '3DS Mario Circuit R'}"
671,40,Shy Guy (Gold),2,3,0.6666666666666666,"{'3DS Rainbow Road T', '3DS Shy Guy Bazaar R', '3DS Shy Guy Bazaar T'}"
689,41,Shy Guy (Ninja),2,23,0.08695652173913043,"{'SNES Donut Plains 2T', 'DS Airship Fortress R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', ""GBA Bowser's Castle 1R"", 'Wii DK Summit T', 'N64 Kalimari Desert T', '3DS Shy Guy Bazaar R/T', 'MKT Ninja Hideaway R', '3DS Neo Bowser City T', 'Wii DK Summit R', 'SNES Ghost Valley 1R/T', ""GBA Bowser's Castle 2"", 'SNES Choco Island 2T', 'MKT Ninja Hideaway T', ""DS Luigi's Mansion"", 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', ""GBA Bowser's Castle 1"", 'MKT Ninja Hideaway', 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
681,41,Gold Koopa (Freerunning),2,14,0.14285714285714285,"{'N64 Koopa Troopa Beach R', 'GCN Dino Dino Jungle R', 'N64 Koopa Troopa Beach T', 'N64 Koopa Troopa Beach R/T', 'N64 Koopa Troopa Beach', 'GCN Dino Dino Jungle', '3DS Rainbow Road R/T', 'SNES Mario Circuit 1R/T', 'RMX Choco Island 2R', '3DS Cheep Cheep Lagoon T', 'SNES Donut Plains 1T', 'SNES Mario Circuit 2R/T', '3DS Toad Circuit R/T', 'SNES Choco Island 1R'}"
680,41,Mario (Hakama),2,11,0.18181818181818182,"{'SNES Mario Circuit 1', 'SNES Mario Circuit 3R', 'SNES Rainbow Road T', 'SNES Mario Circuit 1R', 'SNES Ghost Valley 1T', 'DS Waluigi Pinball', ""GBA Bowser's Castle 1T"", 'SNES Mario Circuit 1T', 'DS Waluigi Pinball R', 'RMX Mario Circuit 1R/T', 'SNES Mario Circuit 2'}"
692,41,Daisy (Fairy),2,6,0.3333333333333333,"{'SNES Choco Island 2R/T', 'RMX Choco Island 2', ""DS Luigi's Mansion R/T"", 'GBA Sunset Wilds R', 'RMX Mario Circuit 1T', 'SNES Vanilla Lake 1R/T'}"
693,41,Peach (Explorer),2,6,0.3333333333333333,"{'N64 Kalimari Desert 2R', 'N64 Kalimari Desert 2T', 'N64 Kalimari Desert 2', 'GCN Dino Dino Jungle R/T', 'N64 Kalimari Desert R/T', 'GBA Cheep-Cheep Island R'}"
694,41,Black Yoshi,2,6,0.3333333333333333,"{'GCN Yoshi Circuit', '3DS Daisy Hills R/T', '3DS Daisy Hills', '3DS Toad Circuit', '3DS Rock Rock Mountain T', '3DS Daisy Hills T'}"
687,41,Cat Toad,2,5,0.4,"{'RMX Choco Island 1R/T', 'MKT Merry Mountain R', 'N64 Choco Mountain R/T', 'RMX Choco Island 1T', ""GBA Bowser's Castle 2R""}"
691,41,Peach (Halloween),2,5,0.4,"{'N64 Royal Raceway', 'N64 Frappe Snowland R', 'SNES Mario Circuit 2T', 'N64 Frappe Snowland', 'N64 Royal Raceway R/T'}"
695,41,Penguin Luigi,2,5,0.4,"{'SNES Koopa Troopa Beach 2', 'RMX Mario Circuit 1R', 'DS DK Pass', 'DS DK Pass R', 'DS Waluigi Pinball R/T'}"
682,41,Lakitu (Party Time),2,4,0.5,"{'MKT Merry Mountain T', 'DS Airship Fortress R/T', ""GBA Bowser's Castle 2T"", 'RMX Rainbow Road 2R'}"
684,41,Shy Guy (Gold),2,4,0.5,"{'DS Airship Fortress T', ""GBA Bowser's Castle 1R/T"", 'MKT Ninja Hideaway R/T', '3DS Shy Guy Bazaar'}"
685,41,Dry Bowser (Gold),2,4,0.5,"{'DS Waluigi Pinball T', '3DS Neo Bowser City', ""GBA Bowser's Castle 2R/T"", 'N64 Kalimari Desert R'}"
690,41,Mario (Happi),2,4,0.5,"{'SNES Mario Circuit 2R', 'N64 Royal Raceway R', '3DS Cheep Cheep Lagoon R/T', '3DS Cheep Cheep Lagoon'}"
